"time","EU","EU27_2020","EU28","EA","EA20","EA19","BE","BG","CZ","DK","DE","EE","IE","EL","ES","FR","HR","IT","CY","LV","LT","LU","HU","MT","NL","AT","PL","PT","RO","SI","SK","FI","SE","EEA","IS","NO","CH","UK","ME","MK","AL","RS","TR","XK","US"
2015-10-01,-1.4,-1.5,-1.4,-1.4,-1.4,-1.4,-1.4,-1.1,-3,-0.8,-1.8,-2.5,-2.3,-4.5,-1.4,-0.8,-0.4,-0.8,-2.4,-1.8,0.2,-1.7,-1.8,0,-1.6,-1.8,-2.1,-1,-1.5,-0.3,-1.9,-2.2,-1.6,-1.4,-1,-1,0.6,-0.8,-1,0.2,NA,-1.1,0.6,NA,NA
2015-11-01,-0.2,-0.1,-0.2,-0.2,-0.2,-0.2,-0.3,-2.3,-2.4,-0.4,0.4,3.5,-0.6,-0.7,-0.1,-0.9,-1.2,-0.7,-2,-0.7,-4,0.7,-0.2,0,1.6,0,1,-0.1,0.5,-1.2,1,0.8,1.4,-0.2,-0.4,0.2,1.9,-1.2,-5.7,-0.3,NA,-1.2,-2,NA,NA
2015-12-01,-3.4,-3.4,-3.4,-3.7,-3.6,-3.7,-3.8,-0.8,-2.3,-3.7,-6.1,-6,-1.5,-2.1,-4,-2.2,-2.1,-1,0.2,-1.1,-2.5,-4.9,-1.9,0,-3.8,-3.4,-2.7,-3.2,-1.6,-1,-3.4,-3.6,-2.9,-3.4,-1.9,-2.2,-6.7,-2.9,-4.1,-0.6,NA,-3,-1.5,NA,NA
2016-01-01,-4.3,-4.5,-4.3,-4.5,-4.5,-4.5,-8.1,-3.9,-3.6,-2.7,-5.1,-3,-5.2,-4.2,-5.1,-3.7,-5.4,-3.6,-3.4,-3.3,-3.7,-5.2,-4.3,-2.5,-2.8,-5.6,-5.8,-3,-5,-6,-5.1,-1.9,1.3,-4.3,-3.3,-0.5,-4.9,-2.8,-5.5,-3.6,-5.2,-2.2,-2.8,-3.9,NA
2016-02-01,-2.1,-2.3,-2.1,-2,-2,-2,-2.6,-5.1,-3.9,-2.1,-2,3.3,-4,-2.8,-2,-1.4,-3.2,-2.4,-3,-3.3,-2,-2.5,-3.7,0,-2.1,-2.6,-3.7,-0.6,-2.6,-2.8,-1.9,-2.9,-3.1,-2.1,-1.6,-3.4,-2.7,-1.1,-2.9,-6.5,-3,-2.8,-2.3,-2.7,NA
2016-03-01,2.1,2.1,2.1,2.3,2.3,2.3,4.3,-3.2,-0.5,3.6,2.2,2.9,0.5,2.2,3.5,2.5,2,0.9,-0.1,0.2,0,2,1.2,0,1.7,2.1,1.2,5.3,2.8,1.2,2.4,0.9,4,2.1,1.4,5.2,2.1,1.4,2.2,1.1,0.3,1.1,2.3,2.1,NA
2016-04-01,2.2,2,2.2,2,2,2,1.3,0,3.3,2.2,1.9,2.3,3.7,2.2,2.2,1.5,2.6,1.6,3.1,3.2,2.9,0.8,4.2,-3.7,3.2,2.7,2.3,2.4,1.9,2.8,3.4,2,1.9,2.1,2.9,-0.9,3.1,3.4,3.4,5.5,-0.6,3,1.1,1.4,NA
2016-05-01,3.3,3.3,3.3,3.4,3.4,3.4,6.1,2.5,3.2,1.4,3.6,1.1,2.7,1.6,3.6,4.2,2.6,2,2.3,1.8,2.2,4.8,2.7,0,2.4,4.6,4,1.5,2.1,3.1,2.7,3.4,2,3.2,2.1,-0.3,4.1,2.8,1.7,1.9,2.4,0.9,3.4,2.7,NA
2016-06-01,2.9,2.9,2.9,3,3,3,5.1,3.8,4.1,2.8,2.7,2.1,3.9,1.8,2.5,4.1,3.8,2.5,2.3,4,2.1,3.9,3.3,0,1.8,2.7,2.8,2.2,1.2,3.2,3.1,2.9,1.9,2.9,2.5,4.3,2.6,2.4,4.5,3.2,2.7,2.6,1.1,3.3,NA
2016-07-01,-1.6,-1.8,-1.6,-1.9,-1.9,-1.9,-1.8,2.1,-0.3,-3.4,-2.1,-1.7,-1.2,-0.7,-2,-2.5,-1.8,-0.6,-0.8,-1.1,-1.5,-2.1,-2.2,0,-2.9,-1.9,-1.2,-1.4,-2.1,-0.6,-3.2,-2.4,-2.6,-1.6,-1,-0.4,-1.8,0.7,-1.1,-1.5,0.5,0.6,-1.5,0.3,NA
2016-08-01,-2,-2.1,-2,-2.2,-2.2,-2.2,-4.2,0.5,-1.9,-1.3,-1.8,0.6,-3.1,-0.7,-1.8,-3.2,-3.2,-1.7,-2.6,-3.5,-1.3,-3.5,-3.8,0,-0.9,-2.4,-1.3,-1.3,-0.6,-3.5,-0.9,-3.2,-0.2,-2,-4.1,-2.3,-2.5,-1.4,-3.4,-3,0.2,-0.3,-1.2,0.3,NA
2016-09-01,1.7,1.7,1.7,1.6,1.6,1.6,4,0.3,0.3,2.7,1.5,0.2,1.9,0.9,1.8,1.5,3.1,1.4,1.9,0.5,2.9,3.3,2.9,0,1.9,1.7,3.3,1,0.8,3.1,2.1,2,0.7,1.7,-0.3,-0.7,3,1.3,0,2.4,-0.1,0,6.5,0.3,NA
2016-10-01,2.7,2.7,2.7,2.7,2.7,2.7,4.5,1.2,1.3,2.3,3.3,1.9,2,5.9,2.8,2.4,1.9,1.2,1.5,4.2,2.6,3.4,4,-1.1,2.3,3,2.3,2.2,2.5,0.8,1.9,3,2.9,2.6,1.1,-0.7,3.1,2.7,3.4,0.7,1.7,0.8,5.1,1.7,NA
2016-11-01,-0.4,-0.6,-0.4,-0.6,-0.6,-0.6,-2.4,0.2,0.4,-1.6,-2.3,0.4,0.3,-0.8,-1.1,1.3,0.2,0.6,0.9,1.8,-0.2,-0.9,-1.1,0,-0.9,-0.8,-0.1,-0.8,-0.8,1.7,-1.2,-1.2,-2.1,-0.4,-0.7,2.9,-0.8,1.3,0.2,0.3,0.2,0.3,1.1,0.2,NA
2016-12-01,2.8,3.1,2.8,2.9,2.9,2.9,5.7,1.7,2.2,4.2,4.5,5.2,2.4,3.3,4,1,2.6,1.1,0.8,2.3,2.1,4.4,4.1,0,3.5,2.1,5.3,2.9,3,-1.2,4.1,3.4,4.2,2.8,0.9,2,2.1,-0.1,1.5,1.4,0.3,1.6,4.8,1.2,NA
2017-01-01,3.2,3.1,3.2,3.7,3.7,3.7,4.6,3.1,3,2.2,1.9,1.5,3.3,5.4,2.6,7.8,4.5,3.4,3.5,4.2,3.6,2.7,3.4,3.3,1.3,4.2,0.6,4.5,-6.1,6.4,3.3,3.9,3.2,3.2,3.8,6.2,4.2,3.5,12.4,6.4,0.6,3.3,5.4,2.3,NA
2017-02-01,0.4,0.3,0.4,0.4,0.4,0.4,-0.2,0.7,0.7,-0.6,0.4,5,0.1,0,0.6,0.2,-0.2,0.6,0.6,0,1,-0.4,0.2,0,0.8,-0.3,0.2,-0.1,0.3,-0.4,0.4,0.6,0.5,0.4,1,-0.6,-0.5,1.1,0,-0.2,0.2,2.4,2,0.4,NA
2017-03-01,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1,0.8,-0.6,-1.6,-2,-1.3,-0.4,-1.1,-1.6,-1.7,-1.4,0.1,-0.2,-0.3,-1.1,-1.2,-1.2,0,-2,-1.4,-1.3,-1.1,-2.5,0.6,-2,-1.9,-2.7,-1.4,-2.1,-1.9,-2.1,-0.9,-1.8,0.4,2.1,0.2,-2.6,0,NA
2017-04-01,0.2,0.4,0.2,0.5,0.5,0.5,0.2,-0.2,-0.3,2.5,1.9,0.4,-0.3,0.3,0.3,-0.3,-0.9,-0.5,-1.2,-2.6,1,0.3,-1.5,0,1.4,-0.1,-0.9,-0.1,1.6,-2.7,0.7,0.5,2.7,0.2,1.1,-2.9,0,-1.5,2.5,-2.3,-0.1,1,-1.4,-0.7,NA
2017-05-01,-2.1,-2.2,-2.1,-2.2,-2.2,-2.2,-3.7,-1,-1.1,-3.3,-2.9,-3.2,-1.7,-1.4,-2.5,-2.2,-1.7,-0.5,0.2,-0.8,-2.1,-4.1,-3,0,-2.8,-1.7,-2.1,-2.1,-2.2,0.9,-2.3,-1.4,-2.2,-2.1,-2,0.6,-1.6,-1.2,-3.6,-1,-0.5,-0.6,-2.9,0.1,NA
2017-06-01,-2,-2.1,-2,-1.9,-1.9,-1.9,-1.9,-2.8,-1.9,-2.4,-1.8,-0.7,-1.8,-1.3,-2.3,-2.3,-2.4,-1.8,-2.4,-1.9,-2.9,-1.1,-1.7,0,-1.6,-2,-4.2,-1.5,-2.6,-2.4,-3.2,-1.5,-2.3,-2,-4.2,2.1,-1.5,-1.1,-0.3,-3.1,-1.5,-1.6,-1.5,-0.9,NA
2017-07-01,-1.1,-1,-1.1,-1,-1,-1,-0.9,-2.2,-2.1,-0.5,-0.5,-1.3,-1.6,-0.6,-0.6,-1.6,-2.1,-1.6,-2.4,-3.2,-1.1,-1.5,-1.5,0,-0.4,-1.2,-1.6,-0.7,-0.1,-1.6,-0.2,-0.4,-0.3,-1.1,1.2,-0.6,-0.9,-1.3,0.3,-4.3,0,-1.3,0.2,-1,NA
2017-08-01,1.3,1.2,1.3,1.2,1.2,1.2,2.3,1.3,0.2,0,1,1.5,0.3,0.8,1.6,1.7,2.4,0.7,0.9,0.2,0.3,2.4,1.2,0,1.4,0.8,2.1,1.3,1.1,2.1,1.2,-0.5,1,1.3,3.1,1.7,2.3,1.7,0.7,1.6,0.1,-0.5,4.4,0.9,NA
2017-09-01,2.2,2.2,2.2,2,2,2,2.2,2.5,1.3,3.8,2.5,1.1,2.4,0.8,1.7,2.2,1.7,1.1,1.9,3.8,2.5,1.9,2.6,0,2.2,2.9,3.5,1.6,3.9,1.6,2.5,2.6,1.6,2.2,-1.1,1.2,2.5,2.2,1.8,2.3,0.1,-0.1,2.6,0.1,NA
2017-10-01,0.6,0.6,0.6,0.6,0.6,0.6,1.5,0.7,0.7,-0.3,-0.3,-0.6,0.7,-0.8,0.8,1.6,1.7,1.4,0.4,2.2,0.2,1.3,0,0,-0.9,1.1,0.4,0.7,4.5,1.4,-0.1,-1.8,-1.2,0.5,0.8,-4.8,1.7,-0.3,-0.5,2.2,0.3,0.2,3.1,0.6,NA
2017-11-01,2.5,2.6,2.5,2.5,2.5,2.5,4.1,2.3,1.7,1.1,2.8,7.8,3,2.3,2.3,2.5,2.3,1.5,1.6,1.4,3.1,3.1,3.4,0,3.1,2.4,2.9,2.2,3.5,1.1,3.2,3.6,4.6,2.6,1.8,6.4,2.1,1.9,3.6,2.7,2.3,1.4,4.5,0.3,NA
2017-12-01,0.1,0,0.1,0.1,0.1,0.1,-0.9,1.5,-0.1,1,-0.3,-0.5,0.1,0.6,0.3,0.7,1.1,0.5,0.8,1.9,0.3,-0.3,-1.2,0,-1,0.2,-0.7,0.2,-0.2,1.6,-0.4,-3.6,-0.8,0,0.4,-4.7,0.5,0.9,0,1.9,0.4,0.3,0.5,0,NA
2018-01-01,2.2,2.3,2.2,2.5,2.5,2.5,2.5,0.4,0.5,0.8,0.6,4.1,0.4,1.3,2.4,7.3,1.5,1.3,0.7,3.7,2.2,2,1.5,0,1.8,1.3,0.8,2.2,2.7,0.6,1.7,3.4,2.9,2.2,3.7,6.4,2.6,0.9,2.4,2.8,0.2,0.9,1,1,NA
2018-02-01,-0.8,-0.9,-0.8,-0.9,-0.8,-0.9,-1.5,0.3,0,-1.9,-0.7,-1,-0.3,-0.6,-1.8,-0.6,-1,0.1,0.4,0.9,-0.7,-2.6,-0.5,0,-1.8,-1.4,-1.6,-1.5,-1.6,0.8,-1,-1.8,-2.1,-0.8,-0.1,0.8,-0.8,-0.1,0.2,0.8,-0.4,0.9,-1.7,0.5,NA
2018-03-01,-0.9,-0.9,-0.9,-1,-1,-1,-0.8,-1.6,-0.8,0.5,-1.4,-1.1,-0.5,-0.8,-0.4,-0.7,-2.1,-1,-0.6,-0.1,-1,-1.4,-1.1,0,-1,-1.4,-0.9,-1.4,0.1,-2.6,-0.2,-1.1,0.6,-0.9,0,-2.1,-1.5,-1.1,-0.7,-2.8,-0.1,-0.4,0.5,0.2,NA
2018-04-01,2.5,2.6,2.5,2.6,2.6,2.6,4.1,0.5,1.3,3.1,3.4,2.5,1,2,3,2,3.3,1.3,0.7,-0.5,0.2,3.7,2.7,0,3.9,3.1,2.8,2.7,2.7,1.9,2.5,3.7,4.1,2.5,1.6,1.8,3.1,1.2,1,2.2,0.3,1.2,4.7,0.8,NA
2018-05-01,4.1,4.1,4.1,4,4,4,4.5,4.4,4.2,5.7,4.9,1.5,3.1,2.3,4.2,3.6,4,2.4,4.2,1.7,6.7,4.8,4.3,0,3.8,5.2,5.6,3.8,3.6,3.1,4.5,3.5,4.7,4.1,2.4,5.3,4.7,3.8,3,4.8,1.6,2.9,3.2,4.2,NA
2018-06-01,1.5,1.5,1.5,1.5,1.5,1.5,2.6,3.3,3.4,-0.2,1.2,2.6,4.2,1.2,1.1,1.2,3.3,2.6,2.7,4.5,0.5,2.1,3.3,0,-0.3,2.2,1.1,1.3,0.8,2,1.1,2.3,-1.1,1.5,2.8,-2,1,2.1,4.2,3.5,1,2.2,1.3,4.6,NA
2018-07-01,-0.3,-0.3,-0.3,-0.5,-0.5,-0.5,-0.1,0.1,-0.2,0.3,-0.1,-0.7,-0.2,0,-0.4,-1,-0.9,-0.6,-0.3,-0.5,1.9,-0.3,0.9,0,-0.1,-0.9,0.8,-0.6,-0.7,-1.2,-1.7,-1.4,0.8,-0.3,-0.1,1,-0.5,-0.6,-2.2,-1.2,0.2,-0.2,0,0.7,NA
2018-08-01,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.4,0,0.5,1.4,-0.4,-0.4,0.1,0.2,0.2,0,-0.3,-0.1,-0.6,-1.6,0.1,-0.1,4,1.1,0.1,-0.1,0.6,-0.4,0.3,1.4,1,1.6,0.5,0,0.6,0.1,1,0,-0.8,0.3,0.5,5.3,0.7,NA
2018-09-01,1.8,1.8,1.8,2,2,2,2.1,1.4,0.6,-0.2,3.8,-1.2,0.7,0.1,1.4,1.6,1.5,1,0.7,1.6,1.6,1.6,1.3,0,0.3,2.7,0.5,0.9,1.7,1,1.1,1,0.7,1.8,1.9,0.5,1.6,1.4,0.8,1.6,0.2,0.9,5.6,1.2,NA
2018-10-01,1.7,1.8,1.7,1.9,1.9,1.9,3.6,3.3,1.1,1.3,1.6,5.4,3,4.6,1.7,2.6,1.5,1.5,1.1,2.6,2.9,2.1,1.1,0,-0.4,3.1,1.3,1.4,1.4,1.3,0.5,0.8,-1,1.7,0.9,0.8,3.2,0.9,2.6,4.2,2.5,1.7,0.5,1.6,NA
2018-11-01,-0.8,-0.8,-0.8,-0.5,-0.5,-0.5,-2.6,-4.6,-0.4,-3.3,3.5,-2.3,-1,-3.4,-2.9,-2.8,-3.1,-0.3,-2.3,-0.3,-3.4,-2.1,-4.8,0,-4.1,0,0.8,-2.6,-4.6,-0.3,-5,0.2,-4.4,-0.8,-1,1.4,0.6,-1.3,-1.6,-4.1,0,-1.2,-2.2,0,NA
2018-12-01,-5.8,-6,-5.8,-6.2,-6.2,-6.2,-7.5,-7.7,-3.6,-4.9,-7.8,-5.7,-4.1,-5.7,-7.1,-4.1,-7.4,-4.9,-8.9,-4.7,-8.2,-6.8,-7.1,0,-4.8,-6.7,-3.5,-5.8,-5.9,-6.1,-4.7,-6.1,-4,-5.8,-3.2,-6.5,-7.6,-4.5,-6.6,-10.7,-2.2,-3.9,-7.3,-2.6,NA
2019-01-01,-2.7,-2.8,-2.7,-3.1,-3.1,-3.1,-3.9,-3.6,-3.8,-0.4,-6.1,-3.8,-5.9,-1.9,0.5,-2,-3,-2.9,-6.9,-2.8,-2.6,-3.5,-2.6,0,1.9,-4.5,-2,-0.8,0.7,-4.7,-1.6,-2.6,0.6,-2.7,-0.4,-0.9,-4.7,-1.8,-3,-4.5,-2.2,-2.3,0.2,-6.6,NA
2019-02-01,1.3,1.5,1.3,1.6,1.6,1.6,3.3,3.3,-1.5,1.5,0,4,0.8,1.6,3.6,2.5,3.5,1.1,2,0,-0.3,3,0.9,0,2.3,0,-0.5,2,3.8,1.9,2.4,-0.2,2.8,1.3,0.2,1.7,1.4,-0.2,0.9,3.5,-0.1,0,2.7,0,NA
2019-03-01,1.9,2,1.9,2,2,2,3.2,3.7,1.1,2.8,1.3,2,2.4,3.3,2.1,2.1,3.9,2.3,3.9,2.2,3.4,2.8,4.3,0,2.4,1.9,0.5,2.3,2.4,3.3,2.4,3.1,2.6,1.9,1.9,1.4,1.5,1,4.1,3.1,0.7,2,5,3.5,NA
2019-04-01,3,3,3,2.8,2.8,2.8,1.4,1.5,4,3.9,4,4.7,2.5,3,2.7,1.8,2.3,1.5,3.4,2.2,4.6,1.7,6.1,0,4.3,2.6,4.1,2,3.2,1.6,3.3,4.4,5.4,2.9,2.6,0.6,1.7,2.6,2.4,4.5,0.5,1.8,2.4,-0.6,NA
2019-05-01,2.1,2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,1.9,3.4,1.2,2.7,0.8,1.3,1.3,2,1.5,2.5,2.9,3.5,3.6,3.1,0,1.2,2.4,1.3,1.9,1.2,3.1,2.3,1.2,2,2.1,3.2,1.9,3.3,2.9,0.5,3.9,0,1.6,0.8,1.2,NA
2019-06-01,-2.5,-2.7,-2.5,-2.9,-2.9,-2.9,-5.8,-1.7,-0.1,-4.7,-2.5,-3,-1.1,-1.7,-3.7,-3.5,-2.6,-1.1,-2.5,-1.6,-2.6,-5.2,-3.7,0,-3.7,-2.9,-0.1,-3.5,-3.4,-1.9,-5,-1.7,-5.1,-2.5,-1.3,-0.9,-3.3,-0.6,-2.1,-3.5,-0.2,-1.4,-2.2,0.3,NA
2019-07-01,-0.5,-0.4,-0.5,-0.4,-0.4,-0.4,1.2,-0.8,-1.3,1.3,-0.5,-1.4,-2.6,0.6,0.3,-0.6,-0.7,-1,-0.2,-2.2,-2,1.1,-0.2,0,0.6,-0.4,-1.6,0.1,0.4,-2.4,1.3,-0.4,0.5,-0.5,-0.4,1.1,0.2,-1.1,-0.8,-0.3,-0.1,-0.8,-0.4,0,NA
2019-08-01,-0.9,-1,-0.9,-1.1,-1.1,-1.1,-1.5,-0.7,-0.5,-2.2,-2.2,0.7,0.2,0.2,-0.4,-0.7,-0.5,-0.7,0.2,-0.2,0.1,-0.5,-0.3,3.8,-1.3,-1.2,-1.2,-0.6,-0.5,1.6,-1.6,-1.8,-1.4,-0.9,-1.7,-2.1,-0.9,0.7,0,-1.2,0,-0.3,-4.3,0.9,NA
2019-09-01,-0.1,-0.1,-0.1,0.1,0.1,0.1,0.9,-0.1,-0.6,1.1,-0.1,-1.5,0.2,-1,0.3,0.9,-0.9,-0.9,-1.6,0,0.4,1,-0.9,0,0.3,1,-1.9,0.3,-0.2,-2.3,0.2,0.8,0,-0.1,-0.8,-0.7,-0.9,-0.7,-1.2,-0.8,0,-0.5,2.8,0.2,NA
2019-10-01,0.1,0.1,0.1,0.2,0.2,0.2,0.9,0.7,0.1,-0.5,-0.3,1.5,2.1,-1,-0.1,0.6,1.6,1.1,0.6,0.2,-2.2,0.3,1.8,0,-0.1,0,-0.9,0.3,0.2,2.3,0.3,-0.1,0.3,0.1,0.4,-0.2,-0.1,-0.4,3.3,1.8,0.1,0.9,2.7,0,NA
2019-11-01,-0.3,-0.2,-0.3,-0.3,-0.3,-0.3,0.1,0.4,-0.5,-0.4,-0.5,1,-1.1,0,-0.2,-0.1,-0.5,-0.5,-0.5,-1.1,1.4,-0.5,-0.7,0,0.8,-0.4,0.2,-0.1,0.3,-1.4,0.1,-0.2,0.1,-0.3,0,2.7,-1.1,-0.9,-0.4,-0.5,0,-0.2,1.2,-0.8,NA
2019-12-01,0.4,0.5,0.4,0.4,0.4,0.4,0.1,0.5,-0.6,1.2,-0.6,3.3,0.7,0.5,1,1.4,0.8,0.5,0.1,0.7,0.7,0.3,0.3,0,0.6,-0.1,2.3,0.4,-0.1,0.7,0.1,0.4,-0.3,0.4,-0.3,-1.9,0.1,-0.6,0,0,0,-0.1,0.4,-0.4,NA
2020-01-01,1.2,1.2,1.2,1.3,1.3,1.3,3,0.6,0.8,2.1,1.6,0.3,1.9,1.1,1.4,1,1.4,0.5,0,5.6,3.5,4.1,2.8,0,2.1,0.3,1.4,2.8,-4.8,1.5,0.3,1.2,2.3,1.2,1.6,2.7,0.6,2,0,0.9,-0.1,0.5,0.5,0,NA
2020-02-01,-3,-3,NA,-3.1,-3.1,-3.1,-6.6,0.1,-1.4,-4.3,-2.8,-2.8,-2.6,-2.9,-2.6,-4.5,-5.8,-1.6,1.3,-3.7,-3.2,-5.3,-4.4,0,-2.3,-3.3,-1.6,-2.5,-2.6,-4.1,-3.4,-3.8,-3.1,-3,-2.1,-2.9,-4.2,-2.4,-3.8,-3.5,-0.5,-1.5,-2.3,-2.3,NA
2020-03-01,-5.8,-5.8,NA,-5.8,-5.8,-5.8,-9.2,-5,-5.7,-8.4,-4.9,-4.7,-3.7,-6.6,-8.1,-6.8,-9.2,-2.8,-4.4,-7,-6.9,-8.7,-5.5,0,-6.1,-7.1,-4.7,-6.4,-5.9,-2,-5.6,-6.5,-9,-5.8,-2.6,-2.8,-5.8,-4.5,-6.6,-8.1,-4.1,-2.4,-8.8,-9.1,NA
2020-04-01,-8.2,-8.1,NA,-7.4,-7.5,-7.4,-11.2,-13.2,-10.6,-8.9,-7,-6.1,-7.5,-9.6,-9.4,-7.8,-13.7,-5,-11.3,-14.3,-8,-13,-16.9,0,-5.8,-4.7,-12.9,-7.9,-5.9,-17.3,-8.2,-7,-9,-8.1,-4.6,-7.2,-5.8,-8.2,-14.8,-17.4,-3.4,-8.5,-12.9,-13.8,NA
2020-05-01,-3.1,-3.1,NA,-3.2,-3.2,-3.2,-2.8,-4.9,-3.5,0.8,-2.9,-10.6,-3.7,-3.7,-1.8,-4,-1.1,-4.7,-6.2,-2.6,-6.3,-3.5,4,0,0.3,-5.2,-4.5,-2.3,-4.2,-1.4,-2.8,-4.7,2.1,-3.1,-3.4,0.4,-2.5,-2.5,-1.4,3,-1.4,-7,6.4,-4.1,NA
2020-06-01,3.6,3.6,NA,3.3,3.4,3.3,9.2,-1.4,3.1,5.4,3.3,2,2.4,3,4,4.2,10.6,0.5,3.7,9.2,4.3,9.1,9.5,-2.7,3.3,0.8,5.5,4.4,1.9,1,2.1,5.9,5.5,3.6,0.9,3.5,1.1,0.3,5.5,10.7,-0.7,0,6.6,1.6,NA
2020-07-01,2.3,2.3,NA,2.1,2.1,2.1,4.7,2.8,4.6,3.1,0.6,2.7,2.7,1.9,3.5,2.3,4.5,2,5.9,3.4,5.7,4.6,8.5,-2.5,1.5,2.5,2.4,3.4,2.4,1.3,4.7,4.1,2.3,2.3,2.9,4.4,1,4.1,3.8,4.9,-0.5,5.6,5.8,4.6,NA
2020-08-01,-0.1,-0.1,NA,-0.4,-0.4,-0.4,-0.7,2.1,0.3,0.4,-1.1,1.2,0.2,0,0,-0.6,-0.7,-0.2,0.3,-0.5,0.4,0.2,-0.8,0,0,0.1,3.2,0.3,-0.5,0.3,-0.9,3.3,-1.1,-0.2,0.9,-3.1,-0.4,1.3,0.6,-1.1,0.1,2.7,2.2,3.8,NA
2020-09-01,-1,-1,NA,-1.3,-1.3,-1.3,-2.7,-0.2,-0.8,0,-1.7,-3,-1.2,-0.2,-1.4,-1.5,-2.1,-0.6,0.3,-0.1,-0.8,-2.8,0.5,0,-0.6,0,1.6,-1,-1.8,-0.7,-1.1,-1.1,-0.8,-1.1,0,-4.8,-0.9,0.1,-1.1,-1.3,-0.1,0.4,0.4,-0.8,NA
2020-10-01,-0.2,-0.2,NA,-0.3,-0.3,-0.3,0,0.1,0.4,-0.4,0.5,0,-0.6,1.4,-0.9,-0.4,0.2,-0.6,-0.5,-2.6,-1.6,-0.2,-0.2,0,-0.1,-1.8,-1,-0.6,1.7,-0.1,1.4,-0.4,-0.1,-0.2,-0.2,0.4,0.2,0,-0.9,-0.2,-1.1,-1,1.3,-0.7,NA
2020-11-01,-0.8,-0.8,NA,-0.8,-0.8,-0.8,-0.5,0.6,-0.3,-2.3,-2.4,1.1,0.3,-0.3,0,0.3,-1,-0.4,-0.7,-0.9,-0.1,-0.9,-3.2,0,-1.5,-0.4,0.3,-0.2,0.1,-1.3,-0.5,-3,-1.5,-0.8,-0.6,-5.3,-0.6,-0.7,-0.8,-0.6,-0.5,-1.5,1.4,0.4,NA
2020-12-01,3.1,3.1,NA,3.1,3.2,3.1,4.7,0.5,1,3.8,3.6,1.4,-3.6,2.1,3.8,3.2,5.2,2.5,0.1,3,3.3,4,3.7,0,2.2,3.5,3,2.9,3.9,4.3,2.9,3.6,2.3,3.2,1,7.1,3.2,NA,3.3,3,0.1,0.8,3.5,1.7,NA
2021-01-01,4.9,4.9,NA,5.4,5.4,5.4,3.5,3,0.2,2.8,10.2,5.3,3.3,2.8,2.8,3.5,3.1,2.9,1.5,4.7,2.8,9.1,4,0,4.2,3.2,2.6,4.5,3.8,4.2,2.9,5.4,3.1,4.9,3.1,6.8,4.6,NA,2.5,1.8,-0.1,2.7,0.6,5.2,NA
2021-02-01,3.3,3.3,NA,3.3,3.3,3.3,4.4,4.2,1.8,3.5,3.1,4.4,3.5,3.8,3.5,3.6,4.5,2.2,2.9,5.1,4.4,5,3.9,0,4,4.3,2.5,1,4.5,3.9,4.7,4.6,3.7,3.3,2.2,1.5,4,NA,3.6,1.2,2.2,3.1,0.1,2.5,NA
2021-03-01,4.6,4.6,NA,4.3,4.3,4.3,5.3,5.3,5.9,4.1,4.6,3.9,6.5,5,4.4,3.5,5.1,4.1,4.6,3.4,5.8,5,6.7,0,3.2,4.4,6.6,3.7,4.2,5.8,4,4.2,3.9,4.5,4.1,-0.5,5.7,NA,5.2,6,0.3,4.4,-0.7,4.9,NA
2021-04-01,0.5,0.5,NA,0.1,0.1,0.1,-1.4,3.1,2.9,-0.2,-0.2,0,1.1,0.5,0,-0.2,-0.7,1.1,2.3,0.9,-1.6,-1.1,-1.2,0,0.7,1,3.6,0.4,0.8,0.1,0.9,0.6,0.1,0.5,-0.9,1.9,0.1,NA,0.2,1.1,0.4,1.6,-0.8,0.6,NA
2021-05-01,1.2,1.2,NA,1.4,1.4,1.4,2.6,0.1,1.3,1.4,1.4,0,1.9,0.4,2.3,0.9,1.8,0.9,2.5,1.1,0.6,2.7,1.7,0,1.5,1.8,-0.9,1.7,1.4,1.9,0.3,1.1,1.3,1.2,-0.4,1,1.1,NA,1.5,1.8,3,0.7,3.8,0.8,NA
2021-06-01,1.5,1.5,NA,1.6,1.6,1.6,2.5,0.5,1.6,1.9,1.8,1.7,1.6,0.6,2.4,1.4,2.2,0.8,1.4,1.1,1.3,1.9,-0.4,0,1.3,1.5,0.9,2.3,1.9,1.6,0.8,-1,1.5,1.5,0.2,1.3,1.7,NA,1.4,0.7,0.4,1.4,6.3,0.2,NA
2021-07-01,2.8,2.8,NA,2.5,2.6,2.5,3.3,3.9,2.9,2.5,2.6,2.3,3.2,2.3,2.4,2.3,3.3,2.5,3.9,1.6,3.6,3,4.3,0,2.1,3.2,4.5,2.4,3.2,4.4,3.5,3.4,3,2.8,3.9,5.1,3.1,NA,3.4,4.8,4.3,2.6,2.6,7.4,NA
2021-08-01,0.5,0.5,NA,0.3,0.3,0.3,-0.9,3.9,0.9,0.3,0.5,-0.1,0.2,0.6,-0.1,-0.2,-0.3,0.7,1.3,0.6,0.4,0.1,0.8,0,0.1,1.2,1.8,-0.3,0.1,0.6,0.6,1.1,2.5,0.5,1,-0.5,-0.9,NA,-0.2,0.2,0.5,0.9,1,2.6,NA
