memberStateCode,memberStateName,beginDate,endDate,price,unit,weekNumber,category,marketName,marketingYear
IE,Ireland,25/05/2015,31/05/2015,€491.90,100CARC,22,Heavy Lamb,IE,2015
IE,Ireland,18/05/2015,24/05/2015,€533.63,100CARC,21,Heavy Lamb,IE,2015
IE,Ireland,11/05/2015,17/05/2015,€528.30,100CARC,20,Heavy Lamb,IE,2015
IE,Ireland,04/05/2015,10/05/2015,€524.53,100CARC,19,Heavy Lamb,IE,2015
IE,Ireland,27/04/2015,03/05/2015,€513.49,100CARC,18,Heavy Lamb,IE,2015
IE,Ireland,20/04/2015,26/04/2015,€512.81,100CARC,17,Heavy Lamb,IE,2015
IE,Ireland,13/04/2015,19/04/2015,€554.48,100CARC,16,Heavy Lamb,IE,2015
IE,Ireland,06/04/2015,12/04/2015,€557.43,100CARC,15,Heavy Lamb,IE,2015
IE,Ireland,30/03/2015,05/04/2015,€558.37,100CARC,14,Heavy Lamb,IE,2015
IE,Ireland,23/03/2015,29/03/2015,€541.98,100CARC,13,Heavy Lamb,IE,2015
IE,Ireland,16/03/2015,22/03/2015,€506.06,100CARC,12,Heavy Lamb,IE,2015
IE,Ireland,09/03/2015,15/03/2015,€539.00,100CARC,11,Heavy Lamb,IE,2015
IE,Ireland,02/03/2015,08/03/2015,€517.98,100CARC,10,Heavy Lamb,IE,2015
IE,Ireland,23/02/2015,01/03/2015,€492.81,100CARC,9,Heavy Lamb,IE,2015
IE,Ireland,16/02/2015,22/02/2015,€505.51,100CARC,8,Heavy Lamb,IE,2015
IE,Ireland,09/02/2015,15/02/2015,€499.32,100CARC,7,Heavy Lamb,IE,2015
IE,Ireland,02/02/2015,08/02/2015,€498.58,100CARC,6,Heavy Lamb,IE,2015
IE,Ireland,26/01/2015,01/02/2015,€500.09,100CARC,5,Heavy Lamb,IE,2015
IE,Ireland,19/01/2015,25/01/2015,€488.72,100CARC,4,Heavy Lamb,IE,2015
IE,Ireland,12/01/2015,18/01/2015,€473.90,100CARC,3,Heavy Lamb,IE,2015
IE,Ireland,05/01/2015,11/01/2015,€465.95,100CARC,2,Heavy Lamb,IE,2015
IE,Ireland,29/12/2014,04/01/2015,€470.94,100CARC,1,Heavy Lamb,IE,2015
IT,Italy,21/04/2025,27/04/2025,€835.00,100CARC,17,Heavy Lamb,IT,2025
IT,Italy,21/04/2025,27/04/2025,€868.00,100CARC,17,Light Lamb,IT,2025
IT,Italy,14/04/2025,20/04/2025,€851.00,100CARC,16,Heavy Lamb,IT,2025
IT,Italy,14/04/2025,20/04/2025,€1075.00,100CARC,16,Light Lamb,IT,2025
IT,Italy,07/04/2025,13/04/2025,€850.00,100CARC,15,Heavy Lamb,IT,2025
IT,Italy,07/04/2025,13/04/2025,€1024.00,100CARC,15,Light Lamb,IT,2025
IT,Italy,31/03/2025,06/04/2025,€855.00,100CARC,14,Light Lamb,IT,2025
IT,Italy,31/03/2025,06/04/2025,€823.00,100CARC,14,Heavy Lamb,IT,2025
IT,Italy,24/03/2025,30/03/2025,€797.00,100CARC,13,Light Lamb,IT,2025
IT,Italy,24/03/2025,30/03/2025,€815.00,100CARC,13,Heavy Lamb,IT,2025
IT,Italy,17/03/2025,23/03/2025,€782.00,100CARC,12,Heavy Lamb,IT,2025
IT,Italy,17/03/2025,23/03/2025,€781.00,100CARC,12,Light Lamb,IT,2025
IT,Italy,10/03/2025,16/03/2025,€772.00,100CARC,11,Heavy Lamb,IT,2025
IT,Italy,10/03/2025,16/03/2025,€775.00,100CARC,11,Light Lamb,IT,2025
IT,Italy,03/03/2025,09/03/2025,€776.00,100CARC,10,Light Lamb,IT,2025
IT,Italy,03/03/2025,09/03/2025,€774.00,100CARC,10,Heavy Lamb,IT,2025
IT,Italy,24/02/2025,02/03/2025,€792.00,100CARC,9,Heavy Lamb,IT,2025
IT,Italy,24/02/2025,02/03/2025,€794.00,100CARC,9,Light Lamb,IT,2025
IT,Italy,17/02/2025,23/02/2025,€814.00,100CARC,8,Light Lamb,IT,2025
IT,Italy,17/02/2025,23/02/2025,€816.00,100CARC,8,Heavy Lamb,IT,2025
IT,Italy,10/02/2025,16/02/2025,€822.00,100CARC,7,Light Lamb,IT,2025
IT,Italy,10/02/2025,16/02/2025,€830.00,100CARC,7,Heavy Lamb,IT,2025
IT,Italy,03/02/2025,09/02/2025,€825.00,100CARC,6,Light Lamb,IT,2025
IT,Italy,03/02/2025,09/02/2025,€862.00,100CARC,6,Heavy Lamb,IT,2025
IT,Italy,27/01/2025,02/02/2025,€826.00,100CARC,5,Light Lamb,IT,2025
IT,Italy,27/01/2025,02/02/2025,€848.00,100CARC,5,Heavy Lamb,IT,2025
IT,Italy,20/01/2025,26/01/2025,€844.00,100CARC,4,Heavy Lamb,IT,2025
IT,Italy,20/01/2025,26/01/2025,€830.00,100CARC,4,Light Lamb,IT,2025
IT,Italy,13/01/2025,19/01/2025,€892.00,100CARC,3,Light Lamb,IT,2025
IT,Italy,13/01/2025,19/01/2025,€848.00,100CARC,3,Heavy Lamb,IT,2025
IT,Italy,06/01/2025,12/01/2025,€912.00,100CARC,2,Light Lamb,IT,2025
IT,Italy,06/01/2025,12/01/2025,€854.00,100CARC,2,Heavy Lamb,IT,2025
IT,Italy,30/12/2024,05/01/2025,€996.00,100CARC,53,Light Lamb,IT,2024
IT,Italy,30/12/2024,05/01/2025,€996.00,100CARC,1,Light Lamb,IT,2025
IT,Italy,30/12/2024,05/01/2025,€863.00,100CARC,1,Heavy Lamb,IT,2025
IT,Italy,30/12/2024,05/01/2025,€863.00,100CARC,53,Heavy Lamb,IT,2024
IT,Italy,23/12/2024,29/12/2024,€960.00,100CARC,52,Light Lamb,IT,2024
IT,Italy,23/12/2024,29/12/2024,€795.00,100CARC,52,Heavy Lamb,IT,2024
IT,Italy,16/12/2024,22/12/2024,€795.00,100CARC,51,Heavy Lamb,IT,2024
IT,Italy,16/12/2024,22/12/2024,€960.00,100CARC,51,Light Lamb,IT,2024
IT,Italy,09/12/2024,15/12/2024,€966.00,100CARC,50,Light Lamb,IT,2024
IT,Italy,09/12/2024,15/12/2024,€795.00,100CARC,50,Heavy Lamb,IT,2024
IT,Italy,02/12/2024,08/12/2024,€795.00,100CARC,49,Heavy Lamb,IT,2024
IT,Italy,02/12/2024,08/12/2024,€941.00,100CARC,49,Light Lamb,IT,2024
IT,Italy,25/11/2024,01/12/2024,€782.00,100CARC,48,Heavy Lamb,IT,2024
IT,Italy,25/11/2024,01/12/2024,€925.00,100CARC,48,Light Lamb,IT,2024
IT,Italy,18/11/2024,24/11/2024,€767.00,100CARC,47,Heavy Lamb,IT,2024
IT,Italy,18/11/2024,24/11/2024,€920.00,100CARC,47,Light Lamb,IT,2024
IT,Italy,11/11/2024,17/11/2024,€767.00,100CARC,46,Heavy Lamb,IT,2024
IT,Italy,11/11/2024,17/11/2024,€932.00,100CARC,46,Light Lamb,IT,2024
IT,Italy,04/11/2024,10/11/2024,€760.00,100CARC,45,Heavy Lamb,IT,2024
IT,Italy,04/11/2024,10/11/2024,€935.00,100CARC,45,Light Lamb,IT,2024
IT,Italy,28/10/2024,03/11/2024,€760.00,100CARC,44,Heavy Lamb,IT,2024
IT,Italy,28/10/2024,03/11/2024,€895.00,100CARC,44,Light Lamb,IT,2024
IT,Italy,21/10/2024,27/10/2024,€758.00,100CARC,43,Heavy Lamb,IT,2024
IT,Italy,21/10/2024,27/10/2024,€867.00,100CARC,43,Light Lamb,IT,2024
IT,Italy,14/10/2024,20/10/2024,€741.00,100CARC,42,Heavy Lamb,IT,2024
IT,Italy,14/10/2024,20/10/2024,€850.00,100CARC,42,Light Lamb,IT,2024
IT,Italy,07/10/2024,13/10/2024,€732.00,100CARC,41,Heavy Lamb,IT,2024
IT,Italy,07/10/2024,13/10/2024,€754.00,100CARC,41,Light Lamb,IT,2024
IT,Italy,30/09/2024,06/10/2024,€717.00,100CARC,40,Heavy Lamb,IT,2024
IT,Italy,30/09/2024,06/10/2024,€723.00,100CARC,40,Light Lamb,IT,2024
IT,Italy,23/09/2024,29/09/2024,€723.00,100CARC,39,Light Lamb,IT,2024
IT,Italy,23/09/2024,29/09/2024,€700.00,100CARC,39,Heavy Lamb,IT,2024
IT,Italy,16/09/2024,22/09/2024,€703.00,100CARC,38,Heavy Lamb,IT,2024
IT,Italy,16/09/2024,22/09/2024,€691.00,100CARC,38,Light Lamb,IT,2024
IT,Italy,09/09/2024,15/09/2024,€713.00,100CARC,37,Heavy Lamb,IT,2024
IT,Italy,09/09/2024,15/09/2024,€691.00,100CARC,37,Light Lamb,IT,2024
IT,Italy,02/09/2024,08/09/2024,€722.00,100CARC,36,Light Lamb,IT,2024
IT,Italy,02/09/2024,08/09/2024,€730.00,100CARC,36,Heavy Lamb,IT,2024
IT,Italy,26/08/2024,01/09/2024,€730.00,100CARC,35,Heavy Lamb,IT,2024
IT,Italy,26/08/2024,01/09/2024,€722.00,100CARC,35,Light Lamb,IT,2024
IT,Italy,19/08/2024,25/08/2024,€735.00,100CARC,34,Heavy Lamb,IT,2024
IT,Italy,19/08/2024,25/08/2024,€723.00,100CARC,34,Light Lamb,IT,2024
IT,Italy,12/08/2024,18/08/2024,€732.00,100CARC,33,Heavy Lamb,IT,2024
IT,Italy,12/08/2024,18/08/2024,€723.00,100CARC,33,Light Lamb,IT,2024
IT,Italy,05/08/2024,11/08/2024,€732.00,100CARC,32,Heavy Lamb,IT,2024
IT,Italy,05/08/2024,11/08/2024,€723.00,100CARC,32,Light Lamb,IT,2024
IT,Italy,29/07/2024,04/08/2024,€732.00,100CARC,31,Heavy Lamb,IT,2024
IT,Italy,29/07/2024,04/08/2024,€723.00,100CARC,31,Light Lamb,IT,2024
IT,Italy,22/07/2024,28/07/2024,€715.00,100CARC,30,Light Lamb,IT,2024
IT,Italy,22/07/2024,28/07/2024,€723.00,100CARC,30,Heavy Lamb,IT,2024
IT,Italy,15/07/2024,21/07/2024,€710.00,100CARC,29,Heavy Lamb,IT,2024
IT,Italy,15/07/2024,21/07/2024,€706.00,100CARC,29,Light Lamb,IT,2024
IT,Italy,08/07/2024,14/07/2024,€707.00,100CARC,28,Heavy Lamb,IT,2024
IT,Italy,08/07/2024,14/07/2024,€703.00,100CARC,28,Light Lamb,IT,2024
IT,Italy,01/07/2024,07/07/2024,€696.00,100CARC,27,Light Lamb,IT,2024
IT,Italy,01/07/2024,07/07/2024,€695.00,100CARC,27,Heavy Lamb,IT,2024
IT,Italy,24/06/2024,30/06/2024,€692.00,100CARC,26,Heavy Lamb,IT,2024
IT,Italy,24/06/2024,30/06/2024,€694.00,100CARC,26,Light Lamb,IT,2024
IT,Italy,17/06/2024,23/06/2024,€691.00,100CARC,25,Heavy Lamb,IT,2024
IT,Italy,17/06/2024,23/06/2024,€694.00,100CARC,25,Light Lamb,IT,2024
IT,Italy,10/06/2024,16/06/2024,€694.00,100CARC,24,Heavy Lamb,IT,2024
IT,Italy,10/06/2024,16/06/2024,€697.00,100CARC,24,Light Lamb,IT,2024
IT,Italy,03/06/2024,09/06/2024,€702.00,100CARC,23,Heavy Lamb,IT,2024
IT,Italy,03/06/2024,09/06/2024,€706.00,100CARC,23,Light Lamb,IT,2024
IT,Italy,27/05/2024,02/06/2024,€702.00,100CARC,22,Heavy Lamb,IT,2024
IT,Italy,27/05/2024,02/06/2024,€689.00,100CARC,22,Light Lamb,IT,2024
IT,Italy,20/05/2024,26/05/2024,€700.00,100CARC,21,Heavy Lamb,IT,2024
IT,Italy,20/05/2024,26/05/2024,€685.00,100CARC,21,Light Lamb,IT,2024
IT,Italy,13/05/2024,19/05/2024,€700.00,100CARC,20,Heavy Lamb,IT,2024
IT,Italy,13/05/2024,19/05/2024,€691.00,100CARC,20,Light Lamb,IT,2024
IT,Italy,06/05/2024,12/05/2024,€702.00,100CARC,19,Heavy Lamb,IT,2024
IT,Italy,06/05/2024,12/05/2024,€698.00,100CARC,19,Light Lamb,IT,2024
IT,Italy,29/04/2024,05/05/2024,€684.00,100CARC,18,Light Lamb,IT,2024
IT,Italy,29/04/2024,05/05/2024,€705.00,100CARC,18,Heavy Lamb,IT,2024
IT,Italy,22/04/2024,28/04/2024,€705.00,100CARC,17,Heavy Lamb,IT,2024
IT,Italy,22/04/2024,28/04/2024,€700.00,100CARC,17,Light Lamb,IT,2024
IT,Italy,15/04/2024,21/04/2024,€716.00,100CARC,16,Heavy Lamb,IT,2024
IT,Italy,15/04/2024,21/04/2024,€719.00,100CARC,16,Light Lamb,IT,2024
IT,Italy,08/04/2024,14/04/2024,€719.00,100CARC,15,Heavy Lamb,IT,2024
IT,Italy,08/04/2024,14/04/2024,€757.00,100CARC,15,Light Lamb,IT,2024
IT,Italy,01/04/2024,07/04/2024,€761.00,100CARC,14,Heavy Lamb,IT,2024
IT,Italy,01/04/2024,07/04/2024,€801.00,100CARC,14,Light Lamb,IT,2024
IT,Italy,25/03/2024,31/03/2024,€925.00,100CARC,13,Light Lamb,IT,2024
IT,Italy,25/03/2024,31/03/2024,€786.00,100CARC,13,Heavy Lamb,IT,2024
IT,Italy,18/03/2024,24/03/2024,€889.00,100CARC,12,Light Lamb,IT,2024
IT,Italy,18/03/2024,24/03/2024,€732.00,100CARC,12,Heavy Lamb,IT,2024
IT,Italy,11/03/2024,17/03/2024,€629.00,100CARC,11,Heavy Lamb,IT,2024
IT,Italy,11/03/2024,17/03/2024,€789.00,100CARC,11,Light Lamb,IT,2024
IT,Italy,04/03/2024,10/03/2024,€621.00,100CARC,10,Heavy Lamb,IT,2024
IT,Italy,04/03/2024,10/03/2024,€643.00,100CARC,10,Light Lamb,IT,2024
IT,Italy,26/02/2024,03/03/2024,€639.00,100CARC,9,Light Lamb,IT,2024
IT,Italy,26/02/2024,03/03/2024,€607.00,100CARC,9,Heavy Lamb,IT,2024
IT,Italy,19/02/2024,25/02/2024,€607.00,100CARC,8,Heavy Lamb,IT,2024
IT,Italy,19/02/2024,25/02/2024,€632.00,100CARC,8,Light Lamb,IT,2024
IT,Italy,12/02/2024,18/02/2024,€635.00,100CARC,7,Light Lamb,IT,2024
IT,Italy,12/02/2024,18/02/2024,€607.00,100CARC,7,Heavy Lamb,IT,2024
IT,Italy,05/02/2024,11/02/2024,€614.00,100CARC,6,Light Lamb,IT,2024
IT,Italy,05/02/2024,11/02/2024,€554.00,100CARC,6,Heavy Lamb,IT,2024
IT,Italy,29/01/2024,04/02/2024,€591.00,100CARC,5,Light Lamb,IT,2024
IT,Italy,29/01/2024,04/02/2024,€554.00,100CARC,5,Heavy Lamb,IT,2024
IT,Italy,22/01/2024,28/01/2024,€600.00,100CARC,4,Light Lamb,IT,2024
IT,Italy,22/01/2024,28/01/2024,€556.00,100CARC,4,Heavy Lamb,IT,2024
IT,Italy,15/01/2024,21/01/2024,€570.00,100CARC,3,Heavy Lamb,IT,2024
IT,Italy,15/01/2024,21/01/2024,€616.00,100CARC,3,Light Lamb,IT,2024
IT,Italy,08/01/2024,14/01/2024,€674.00,100CARC,2,Light Lamb,IT,2024
IT,Italy,08/01/2024,14/01/2024,€677.00,100CARC,2,Heavy Lamb,IT,2024
IT,Italy,01/01/2024,07/01/2024,€709.00,100CARC,1,Light Lamb,IT,2024
IT,Italy,01/01/2024,07/01/2024,€712.00,100CARC,1,Heavy Lamb,IT,2024
IT,Italy,25/12/2023,31/12/2023,€638.00,100CARC,52,Heavy Lamb,IT,2023
IT,Italy,25/12/2023,31/12/2023,€825.00,100CARC,52,Light Lamb,IT,2023
IT,Italy,18/12/2023,24/12/2023,€825.00,100CARC,51,Light Lamb,IT,2023
IT,Italy,18/12/2023,24/12/2023,€638.00,100CARC,51,Heavy Lamb,IT,2023
IT,Italy,11/12/2023,17/12/2023,€825.00,100CARC,50,Light Lamb,IT,2023
IT,Italy,11/12/2023,17/12/2023,€638.00,100CARC,50,Heavy Lamb,IT,2023
IT,Italy,04/12/2023,10/12/2023,€634.00,100CARC,49,Heavy Lamb,IT,2023
IT,Italy,04/12/2023,10/12/2023,€777.00,100CARC,49,Light Lamb,IT,2023
IT,Italy,27/11/2023,03/12/2023,€628.00,100CARC,48,Heavy Lamb,IT,2023
IT,Italy,27/11/2023,03/12/2023,€736.00,100CARC,48,Light Lamb,IT,2023
IT,Italy,20/11/2023,26/11/2023,€627.00,100CARC,47,Heavy Lamb,IT,2023
IT,Italy,20/11/2023,26/11/2023,€729.00,100CARC,47,Light Lamb,IT,2023
IT,Italy,13/11/2023,19/11/2023,€721.00,100CARC,46,Light Lamb,IT,2023
IT,Italy,13/11/2023,19/11/2023,€610.00,100CARC,46,Heavy Lamb,IT,2023
IT,Italy,06/11/2023,12/11/2023,€736.00,100CARC,45,Light Lamb,IT,2023
IT,Italy,06/11/2023,12/11/2023,€608.00,100CARC,45,Heavy Lamb,IT,2023
IT,Italy,30/10/2023,05/11/2023,€606.00,100CARC,44,Heavy Lamb,IT,2023
IT,Italy,30/10/2023,05/11/2023,€735.00,100CARC,44,Light Lamb,IT,2023
IT,Italy,23/10/2023,29/10/2023,€603.00,100CARC,43,Heavy Lamb,IT,2023
IT,Italy,23/10/2023,29/10/2023,€769.00,100CARC,43,Light Lamb,IT,2023
IT,Italy,16/10/2023,22/10/2023,€603.00,100CARC,42,Heavy Lamb,IT,2023
IT,Italy,16/10/2023,22/10/2023,€718.00,100CARC,42,Light Lamb,IT,2023
IT,Italy,09/10/2023,15/10/2023,€593.00,100CARC,41,Heavy Lamb,IT,2023
IT,Italy,09/10/2023,15/10/2023,€715.00,100CARC,41,Light Lamb,IT,2023
IT,Italy,02/10/2023,08/10/2023,€592.00,100CARC,40,Heavy Lamb,IT,2023
IT,Italy,02/10/2023,08/10/2023,€710.00,100CARC,40,Light Lamb,IT,2023
IT,Italy,25/09/2023,01/10/2023,€591.00,100CARC,39,Heavy Lamb,IT,2023
IT,Italy,25/09/2023,01/10/2023,€697.00,100CARC,39,Light Lamb,IT,2023
IT,Italy,18/09/2023,24/09/2023,€589.00,100CARC,38,Heavy Lamb,IT,2023
IT,Italy,18/09/2023,24/09/2023,€685.00,100CARC,38,Light Lamb,IT,2023
IT,Italy,11/09/2023,17/09/2023,€588.00,100CARC,37,Heavy Lamb,IT,2023
IT,Italy,11/09/2023,17/09/2023,€685.00,100CARC,37,Light Lamb,IT,2023
IT,Italy,04/09/2023,10/09/2023,€511.00,100CARC,36,Heavy Lamb,IT,2023
IT,Italy,04/09/2023,10/09/2023,€681.00,100CARC,36,Light Lamb,IT,2023
IT,Italy,28/08/2023,03/09/2023,€563.00,100CARC,35,Heavy Lamb,IT,2023
IT,Italy,28/08/2023,03/09/2023,€644.00,100CARC,35,Light Lamb,IT,2023
IT,Italy,21/08/2023,27/08/2023,€564.00,100CARC,34,Heavy Lamb,IT,2023
IT,Italy,21/08/2023,27/08/2023,€647.00,100CARC,34,Light Lamb,IT,2023
IT,Italy,14/08/2023,20/08/2023,€559.00,100CARC,33,Heavy Lamb,IT,2023
IT,Italy,14/08/2023,20/08/2023,€594.00,100CARC,33,Light Lamb,IT,2023
IT,Italy,07/08/2023,13/08/2023,€559.00,100CARC,32,Heavy Lamb,IT,2023
IT,Italy,07/08/2023,13/08/2023,€594.00,100CARC,32,Light Lamb,IT,2023
IT,Italy,31/07/2023,06/08/2023,€559.00,100CARC,31,Heavy Lamb,IT,2023
IT,Italy,31/07/2023,06/08/2023,€594.00,100CARC,31,Light Lamb,IT,2023
IT,Italy,24/07/2023,30/07/2023,€594.00,100CARC,30,Light Lamb,IT,2023
IT,Italy,24/07/2023,30/07/2023,€559.00,100CARC,30,Heavy Lamb,IT,2023
IT,Italy,17/07/2023,23/07/2023,€559.00,100CARC,29,Heavy Lamb,IT,2023
IT,Italy,17/07/2023,23/07/2023,€592.00,100CARC,29,Light Lamb,IT,2023
IT,Italy,10/07/2023,16/07/2023,€553.00,100CARC,28,Heavy Lamb,IT,2023
IT,Italy,10/07/2023,16/07/2023,€592.00,100CARC,28,Light Lamb,IT,2023
IT,Italy,03/07/2023,09/07/2023,€589.00,100CARC,27,Light Lamb,IT,2023
IT,Italy,03/07/2023,09/07/2023,€541.00,100CARC,27,Heavy Lamb,IT,2023
IT,Italy,26/06/2023,02/07/2023,€545.00,100CARC,26,Heavy Lamb,IT,2023
IT,Italy,26/06/2023,02/07/2023,€589.00,100CARC,26,Light Lamb,IT,2023
IT,Italy,19/06/2023,25/06/2023,€542.00,100CARC,25,Heavy Lamb,IT,2023
IT,Italy,19/06/2023,25/06/2023,€591.00,100CARC,25,Light Lamb,IT,2023
IT,Italy,12/06/2023,18/06/2023,€548.00,100CARC,24,Heavy Lamb,IT,2023
IT,Italy,12/06/2023,18/06/2023,€595.00,100CARC,24,Light Lamb,IT,2023
IT,Italy,05/06/2023,11/06/2023,€553.00,100CARC,23,Heavy Lamb,IT,2023
IT,Italy,05/06/2023,11/06/2023,€598.00,100CARC,23,Light Lamb,IT,2023
IT,Italy,29/05/2023,04/06/2023,€559.00,100CARC,22,Heavy Lamb,IT,2023
IT,Italy,29/05/2023,04/06/2023,€603.00,100CARC,22,Light Lamb,IT,2023
IT,Italy,22/05/2023,28/05/2023,€603.00,100CARC,21,Light Lamb,IT,2023
IT,Italy,22/05/2023,28/05/2023,€563.00,100CARC,21,Heavy Lamb,IT,2023
IT,Italy,15/05/2023,21/05/2023,€566.00,100CARC,20,Heavy Lamb,IT,2023
IT,Italy,15/05/2023,21/05/2023,€593.00,100CARC,20,Light Lamb,IT,2023
IT,Italy,08/05/2023,14/05/2023,€567.00,100CARC,19,Heavy Lamb,IT,2023
IT,Italy,08/05/2023,14/05/2023,€601.00,100CARC,19,Light Lamb,IT,2023
IT,Italy,01/05/2023,07/05/2023,€607.00,100CARC,18,Light Lamb,IT,2023
IT,Italy,01/05/2023,07/05/2023,€568.00,100CARC,18,Heavy Lamb,IT,2023
IT,Italy,24/04/2023,30/04/2023,€570.00,100CARC,17,Heavy Lamb,IT,2023
IT,Italy,24/04/2023,30/04/2023,€598.00,100CARC,17,Light Lamb,IT,2023
IT,Italy,17/04/2023,23/04/2023,€574.00,100CARC,16,Heavy Lamb,IT,2023
IT,Italy,17/04/2023,23/04/2023,€619.00,100CARC,16,Light Lamb,IT,2023
IT,Italy,10/04/2023,16/04/2023,€574.00,100CARC,15,Heavy Lamb,IT,2023
IT,Italy,10/04/2023,16/04/2023,€619.00,100CARC,15,Light Lamb,IT,2023
IT,Italy,03/04/2023,09/04/2023,€618.00,100CARC,14,Heavy Lamb,IT,2023
IT,Italy,03/04/2023,09/04/2023,€900.00,100CARC,14,Light Lamb,IT,2023
IT,Italy,27/03/2023,02/04/2023,€604.00,100CARC,13,Heavy Lamb,IT,2023
IT,Italy,27/03/2023,02/04/2023,€898.00,100CARC,13,Light Lamb,IT,2023
IT,Italy,20/03/2023,26/03/2023,€541.00,100CARC,12,Heavy Lamb,IT,2023
IT,Italy,20/03/2023,26/03/2023,€737.00,100CARC,12,Light Lamb,IT,2023
IT,Italy,13/03/2023,19/03/2023,€541.00,100CARC,11,Heavy Lamb,IT,2023
IT,Italy,13/03/2023,19/03/2023,€610.00,100CARC,11,Light Lamb,IT,2023
IT,Italy,06/03/2023,12/03/2023,€540.00,100CARC,10,Heavy Lamb,IT,2023
IT,Italy,06/03/2023,12/03/2023,€605.00,100CARC,10,Light Lamb,IT,2023
IT,Italy,27/02/2023,05/03/2023,€537.00,100CARC,9,Heavy Lamb,IT,2023
IT,Italy,27/02/2023,05/03/2023,€604.00,100CARC,9,Light Lamb,IT,2023
IT,Italy,20/02/2023,26/02/2023,€537.00,100CARC,8,Heavy Lamb,IT,2023
IT,Italy,20/02/2023,26/02/2023,€598.00,100CARC,8,Light Lamb,IT,2023
IT,Italy,13/02/2023,19/02/2023,€538.00,100CARC,7,Heavy Lamb,IT,2023
IT,Italy,13/02/2023,19/02/2023,€596.00,100CARC,7,Light Lamb,IT,2023
IT,Italy,06/02/2023,12/02/2023,€535.00,100CARC,6,Heavy Lamb,IT,2023
IT,Italy,06/02/2023,12/02/2023,€580.00,100CARC,6,Light Lamb,IT,2023
IT,Italy,30/01/2023,05/02/2023,€531.00,100CARC,5,Heavy Lamb,IT,2023
IT,Italy,30/01/2023,05/02/2023,€577.00,100CARC,5,Light Lamb,IT,2023
IT,Italy,23/01/2023,29/01/2023,€558.00,100CARC,4,Light Lamb,IT,2023
IT,Italy,23/01/2023,29/01/2023,€538.00,100CARC,4,Heavy Lamb,IT,2023
IT,Italy,16/01/2023,22/01/2023,€543.00,100CARC,3,Heavy Lamb,IT,2023
IT,Italy,16/01/2023,22/01/2023,€561.00,100CARC,3,Light Lamb,IT,2023
IT,Italy,09/01/2023,15/01/2023,€545.00,100CARC,2,Heavy Lamb,IT,2023
IT,Italy,09/01/2023,15/01/2023,€597.00,100CARC,2,Light Lamb,IT,2023
IT,Italy,02/01/2023,08/01/2023,€611.00,100CARC,1,Light Lamb,IT,2023
IT,Italy,02/01/2023,08/01/2023,€585.00,100CARC,1,Heavy Lamb,IT,2023
IT,Italy,26/12/2022,01/01/2023,€656.00,100CARC,52,Heavy Lamb,IT,2022
IT,Italy,26/12/2022,01/01/2023,€656.00,100CARC,0,Heavy Lamb,IT,2023
IT,Italy,26/12/2022,01/01/2023,€820.00,100CARC,0,Light Lamb,IT,2023
IT,Italy,26/12/2022,01/01/2023,€820.00,100CARC,52,Light Lamb,IT,2022
IT,Italy,19/12/2022,25/12/2022,€830.00,100CARC,51,Light Lamb,IT,2022
IT,Italy,19/12/2022,25/12/2022,€647.00,100CARC,51,Heavy Lamb,IT,2022
IT,Italy,12/12/2022,18/12/2022,€647.00,100CARC,50,Heavy Lamb,IT,2022
IT,Italy,12/12/2022,18/12/2022,€830.00,100CARC,50,Light Lamb,IT,2022
IT,Italy,05/12/2022,11/12/2022,€643.00,100CARC,49,Heavy Lamb,IT,2022
IT,Italy,05/12/2022,11/12/2022,€779.00,100CARC,49,Light Lamb,IT,2022
IT,Italy,28/11/2022,04/12/2022,€610.00,100CARC,48,Heavy Lamb,IT,2022
IT,Italy,28/11/2022,04/12/2022,€728.00,100CARC,48,Light Lamb,IT,2022
IT,Italy,21/11/2022,27/11/2022,€716.00,100CARC,47,Light Lamb,IT,2022
IT,Italy,21/11/2022,27/11/2022,€607.00,100CARC,47,Heavy Lamb,IT,2022
IT,Italy,14/11/2022,20/11/2022,€713.00,100CARC,46,Light Lamb,IT,2022
IT,Italy,14/11/2022,20/11/2022,€605.00,100CARC,46,Heavy Lamb,IT,2022
IT,Italy,07/11/2022,13/11/2022,€607.00,100CARC,45,Heavy Lamb,IT,2022
IT,Italy,07/11/2022,13/11/2022,€719.00,100CARC,45,Light Lamb,IT,2022
IT,Italy,31/10/2022,06/11/2022,€608.00,100CARC,44,Heavy Lamb,IT,2022
IT,Italy,31/10/2022,06/11/2022,€748.00,100CARC,44,Light Lamb,IT,2022
IT,Italy,24/10/2022,30/10/2022,€788.00,100CARC,43,Light Lamb,IT,2022
IT,Italy,24/10/2022,30/10/2022,€610.00,100CARC,43,Heavy Lamb,IT,2022
IT,Italy,17/10/2022,23/10/2022,€601.00,100CARC,42,Heavy Lamb,IT,2022
IT,Italy,17/10/2022,23/10/2022,€770.00,100CARC,42,Light Lamb,IT,2022
IT,Italy,10/10/2022,16/10/2022,€606.00,100CARC,41,Heavy Lamb,IT,2022
IT,Italy,10/10/2022,16/10/2022,€727.00,100CARC,41,Light Lamb,IT,2022
IT,Italy,03/10/2022,09/10/2022,€725.00,100CARC,40,Light Lamb,IT,2022
IT,Italy,03/10/2022,09/10/2022,€608.00,100CARC,40,Heavy Lamb,IT,2022
IT,Italy,26/09/2022,02/10/2022,€608.00,100CARC,39,Heavy Lamb,IT,2022
