memberStateCode,memberStateName,beginDate,endDate,price,unit,weekNumber,category,marketName,marketingYear
DK,Denmark,11/09/2017,17/09/2017,€510.43,100CARC,37,Heavy Lamb,DK,2017
DK,Denmark,04/09/2017,10/09/2017,€523.77,100CARC,36,Heavy Lamb,DK,2017
DK,Denmark,28/08/2017,03/09/2017,€524.51,100CARC,35,Heavy Lamb,DK,2017
DK,Denmark,21/08/2017,27/08/2017,€487.94,100CARC,34,Heavy Lamb,DK,2017
DK,Denmark,14/08/2017,20/08/2017,€502.37,100CARC,33,Heavy Lamb,DK,2017
DK,Denmark,07/08/2017,13/08/2017,€510.36,100CARC,32,Heavy Lamb,DK,2017
DK,Denmark,31/07/2017,06/08/2017,€515.80,100CARC,31,Heavy Lamb,DK,2017
DK,Denmark,24/07/2017,30/07/2017,€504.65,100CARC,30,Heavy Lamb,DK,2017
DK,Denmark,17/07/2017,23/07/2017,€496.98,100CARC,29,Heavy Lamb,DK,2017
DK,Denmark,10/07/2017,16/07/2017,€503.61,100CARC,28,Heavy Lamb,DK,2017
DK,Denmark,03/07/2017,09/07/2017,€496.64,100CARC,27,Heavy Lamb,DK,2017
DK,Denmark,26/06/2017,02/07/2017,€497.58,100CARC,26,Heavy Lamb,DK,2017
DK,Denmark,19/06/2017,25/06/2017,€508.94,100CARC,25,Heavy Lamb,DK,2017
DK,Denmark,12/06/2017,18/06/2017,€524.42,100CARC,24,Heavy Lamb,DK,2017
DK,Denmark,05/06/2017,11/06/2017,€517.65,100CARC,23,Heavy Lamb,DK,2017
DK,Denmark,29/05/2017,04/06/2017,€512.48,100CARC,22,Heavy Lamb,DK,2017
DK,Denmark,22/05/2017,28/05/2017,€495.80,100CARC,21,Heavy Lamb,DK,2017
DK,Denmark,15/05/2017,21/05/2017,€509.27,100CARC,20,Heavy Lamb,DK,2017
DK,Denmark,08/05/2017,14/05/2017,€520.97,100CARC,19,Heavy Lamb,DK,2017
DK,Denmark,01/05/2017,07/05/2017,€498.76,100CARC,18,Heavy Lamb,DK,2017
DK,Denmark,24/04/2017,30/04/2017,€507.12,100CARC,17,Heavy Lamb,DK,2017
DK,Denmark,17/04/2017,23/04/2017,€512.21,100CARC,16,Heavy Lamb,DK,2017
DK,Denmark,10/04/2017,16/04/2017,€506.31,100CARC,15,Heavy Lamb,DK,2017
DK,Denmark,03/04/2017,09/04/2017,€502.57,100CARC,14,Heavy Lamb,DK,2017
DK,Denmark,27/03/2017,02/04/2017,€485.38,100CARC,13,Heavy Lamb,DK,2017
DK,Denmark,20/03/2017,26/03/2017,€481.63,100CARC,12,Heavy Lamb,DK,2017
DK,Denmark,13/03/2017,19/03/2017,€475.79,100CARC,11,Heavy Lamb,DK,2017
DK,Denmark,06/03/2017,12/03/2017,€482.02,100CARC,10,Heavy Lamb,DK,2017
DK,Denmark,27/02/2017,05/03/2017,€482.02,100CARC,9,Heavy Lamb,DK,2017
DK,Denmark,20/02/2017,26/02/2017,€463.46,100CARC,8,Heavy Lamb,DK,2017
DK,Denmark,13/02/2017,19/02/2017,€495.22,100CARC,7,Heavy Lamb,DK,2017
DK,Denmark,06/02/2017,12/02/2017,€468.23,100CARC,6,Heavy Lamb,DK,2017
DK,Denmark,30/01/2017,05/02/2017,€465.50,100CARC,5,Heavy Lamb,DK,2017
DK,Denmark,23/01/2017,29/01/2017,€463.11,100CARC,4,Heavy Lamb,DK,2017
DK,Denmark,16/01/2017,22/01/2017,€457.24,100CARC,3,Heavy Lamb,DK,2017
DK,Denmark,09/01/2017,15/01/2017,€468.24,100CARC,2,Heavy Lamb,DK,2017
DK,Denmark,02/01/2017,08/01/2017,€470.44,100CARC,1,Heavy Lamb,DK,2017
DK,Denmark,26/12/2016,01/01/2017,€470.48,100CARC,52,Heavy Lamb,DK,2016
DK,Denmark,26/12/2016,01/01/2017,€470.48,100CARC,0,Heavy Lamb,DK,2017
DK,Denmark,19/12/2016,25/12/2016,€461.60,100CARC,51,Heavy Lamb,DK,2016
DK,Denmark,12/12/2016,18/12/2016,€478.79,100CARC,50,Heavy Lamb,DK,2016
DK,Denmark,05/12/2016,11/12/2016,€474.18,100CARC,49,Heavy Lamb,DK,2016
DK,Denmark,28/11/2016,04/12/2016,€474.63,100CARC,48,Heavy Lamb,DK,2016
DK,Denmark,21/11/2016,27/11/2016,€486.68,100CARC,47,Heavy Lamb,DK,2016
DK,Denmark,14/11/2016,20/11/2016,€485.96,100CARC,46,Heavy Lamb,DK,2016
DK,Denmark,07/11/2016,13/11/2016,€491.69,100CARC,45,Heavy Lamb,DK,2016
DK,Denmark,31/10/2016,06/11/2016,€465.38,100CARC,44,Heavy Lamb,DK,2016
DK,Denmark,24/10/2016,30/10/2016,€492.14,100CARC,43,Heavy Lamb,DK,2016
DK,Denmark,17/10/2016,23/10/2016,€494.85,100CARC,42,Heavy Lamb,DK,2016
DK,Denmark,10/10/2016,16/10/2016,€524.29,100CARC,41,Heavy Lamb,DK,2016
DK,Denmark,03/10/2016,09/10/2016,€524.07,100CARC,40,Heavy Lamb,DK,2016
DK,Denmark,26/09/2016,02/10/2016,€523.73,100CARC,39,Heavy Lamb,DK,2016
DK,Denmark,19/09/2016,25/09/2016,€507.61,100CARC,38,Heavy Lamb,DK,2016
DK,Denmark,12/09/2016,18/09/2016,€537.40,100CARC,37,Heavy Lamb,DK,2016
DK,Denmark,05/09/2016,11/09/2016,€509.33,100CARC,36,Heavy Lamb,DK,2016
DK,Denmark,29/08/2016,04/09/2016,€491.64,100CARC,35,Heavy Lamb,DK,2016
DK,Denmark,22/08/2016,28/08/2016,€506.31,100CARC,34,Heavy Lamb,DK,2016
DK,Denmark,15/08/2016,21/08/2016,€509.51,100CARC,33,Heavy Lamb,DK,2016
DK,Denmark,08/08/2016,14/08/2016,€524.63,100CARC,32,Heavy Lamb,DK,2016
DK,Denmark,01/08/2016,07/08/2016,€522.03,100CARC,31,Heavy Lamb,DK,2016
DK,Denmark,25/07/2016,31/07/2016,€517.69,100CARC,30,Heavy Lamb,DK,2016
DK,Denmark,18/07/2016,24/07/2016,€523.13,100CARC,29,Heavy Lamb,DK,2016
DK,Denmark,11/07/2016,17/07/2016,€511.65,100CARC,28,Heavy Lamb,DK,2016
DK,Denmark,04/07/2016,10/07/2016,€523.04,100CARC,27,Heavy Lamb,DK,2016
DK,Denmark,27/06/2016,03/07/2016,€523.47,100CARC,26,Heavy Lamb,DK,2016
DK,Denmark,20/06/2016,26/06/2016,€538.33,100CARC,25,Heavy Lamb,DK,2016
DK,Denmark,13/06/2016,19/06/2016,€534.10,100CARC,24,Heavy Lamb,DK,2016
DK,Denmark,06/06/2016,12/06/2016,€532.48,100CARC,23,Heavy Lamb,DK,2016
DK,Denmark,30/05/2016,05/06/2016,€534.50,100CARC,22,Heavy Lamb,DK,2016
DK,Denmark,23/05/2016,29/05/2016,€535.42,100CARC,21,Heavy Lamb,DK,2016
DK,Denmark,16/05/2016,22/05/2016,€531.11,100CARC,20,Heavy Lamb,DK,2016
DK,Denmark,09/05/2016,15/05/2016,€535.03,100CARC,19,Heavy Lamb,DK,2016
DK,Denmark,02/05/2016,08/05/2016,€531.46,100CARC,18,Heavy Lamb,DK,2016
DK,Denmark,25/04/2016,01/05/2016,€539.09,100CARC,17,Heavy Lamb,DK,2016
DK,Denmark,18/04/2016,24/04/2016,€531.50,100CARC,16,Heavy Lamb,DK,2016
DK,Denmark,11/04/2016,17/04/2016,€525.39,100CARC,15,Heavy Lamb,DK,2016
DK,Denmark,04/04/2016,10/04/2016,€523.73,100CARC,14,Heavy Lamb,DK,2016
DK,Denmark,28/03/2016,03/04/2016,€519.92,100CARC,13,Heavy Lamb,DK,2016
DK,Denmark,21/03/2016,27/03/2016,€512.67,100CARC,12,Heavy Lamb,DK,2016
DK,Denmark,14/03/2016,20/03/2016,€502.59,100CARC,11,Heavy Lamb,DK,2016
DK,Denmark,07/03/2016,13/03/2016,€503.98,100CARC,10,Heavy Lamb,DK,2016
DK,Denmark,29/02/2016,06/03/2016,€494.56,100CARC,9,Heavy Lamb,DK,2016
DK,Denmark,22/02/2016,28/02/2016,€484.22,100CARC,8,Heavy Lamb,DK,2016
DK,Denmark,15/02/2016,21/02/2016,€498.24,100CARC,7,Heavy Lamb,DK,2016
DK,Denmark,08/02/2016,14/02/2016,€492.77,100CARC,6,Heavy Lamb,DK,2016
DK,Denmark,01/02/2016,07/02/2016,€484.03,100CARC,5,Heavy Lamb,DK,2016
DK,Denmark,25/01/2016,31/01/2016,€481.79,100CARC,4,Heavy Lamb,DK,2016
DK,Denmark,18/01/2016,24/01/2016,€486.18,100CARC,3,Heavy Lamb,DK,2016
DK,Denmark,11/01/2016,17/01/2016,€493.44,100CARC,2,Heavy Lamb,DK,2016
DK,Denmark,04/01/2016,10/01/2016,€485.00,100CARC,1,Heavy Lamb,DK,2016
DK,Denmark,28/12/2015,03/01/2016,€475.57,100CARC,0,Heavy Lamb,DK,2016
DK,Denmark,28/12/2015,03/01/2016,€475.57,100CARC,53,Heavy Lamb,DK,2015
DK,Denmark,21/12/2015,27/12/2015,€475.61,100CARC,52,Heavy Lamb,DK,2015
DK,Denmark,14/12/2015,20/12/2015,€475.66,100CARC,51,Heavy Lamb,DK,2015
DK,Denmark,07/12/2015,13/12/2015,€475.69,100CARC,50,Heavy Lamb,DK,2015
DK,Denmark,30/11/2015,06/12/2015,€467.70,100CARC,49,Heavy Lamb,DK,2015
DK,Denmark,23/11/2015,29/11/2015,€467.99,100CARC,48,Heavy Lamb,DK,2015
DK,Denmark,16/11/2015,22/11/2015,€482.51,100CARC,47,Heavy Lamb,DK,2015
DK,Denmark,09/11/2015,15/11/2015,€476.34,100CARC,46,Heavy Lamb,DK,2015
DK,Denmark,02/11/2015,08/11/2015,€487.96,100CARC,45,Heavy Lamb,DK,2015
DK,Denmark,26/10/2015,01/11/2015,€485.68,100CARC,44,Heavy Lamb,DK,2015
DK,Denmark,19/10/2015,25/10/2015,€480.67,100CARC,43,Heavy Lamb,DK,2015
DK,Denmark,12/10/2015,18/10/2015,€498.61,100CARC,42,Heavy Lamb,DK,2015
DK,Denmark,05/10/2015,11/10/2015,€496.59,100CARC,41,Heavy Lamb,DK,2015
DK,Denmark,28/09/2015,04/10/2015,€492.22,100CARC,40,Heavy Lamb,DK,2015
DK,Denmark,21/09/2015,27/09/2015,€508.51,100CARC,39,Heavy Lamb,DK,2015
DK,Denmark,14/09/2015,20/09/2015,€504.09,100CARC,38,Heavy Lamb,DK,2015
DK,Denmark,07/09/2015,13/09/2015,€513.90,100CARC,37,Heavy Lamb,DK,2015
DK,Denmark,31/08/2015,06/09/2015,€501.07,100CARC,36,Heavy Lamb,DK,2015
DK,Denmark,24/08/2015,30/08/2015,€497.64,100CARC,35,Heavy Lamb,DK,2015
DK,Denmark,17/08/2015,23/08/2015,€520.76,100CARC,34,Heavy Lamb,DK,2015
DK,Denmark,10/08/2015,16/08/2015,€518.76,100CARC,33,Heavy Lamb,DK,2015
DK,Denmark,03/08/2015,09/08/2015,€519.01,100CARC,32,Heavy Lamb,DK,2015
DK,Denmark,27/07/2015,02/08/2015,€521.63,100CARC,31,Heavy Lamb,DK,2015
DK,Denmark,20/07/2015,26/07/2015,€524.73,100CARC,30,Heavy Lamb,DK,2015
DK,Denmark,13/07/2015,19/07/2015,€524.68,100CARC,29,Heavy Lamb,DK,2015
DK,Denmark,06/07/2015,12/07/2015,€525.78,100CARC,28,Heavy Lamb,DK,2015
DK,Denmark,29/06/2015,05/07/2015,€524.22,100CARC,27,Heavy Lamb,DK,2015
DK,Denmark,22/06/2015,28/06/2015,€533.90,100CARC,26,Heavy Lamb,DK,2015
DK,Denmark,15/06/2015,21/06/2015,€529.79,100CARC,25,Heavy Lamb,DK,2015
DK,Denmark,08/06/2015,14/06/2015,€532.43,100CARC,24,Heavy Lamb,DK,2015
DK,Denmark,01/06/2015,07/06/2015,€532.95,100CARC,23,Heavy Lamb,DK,2015
DK,Denmark,25/05/2015,31/05/2015,€530.42,100CARC,22,Heavy Lamb,DK,2015
DK,Denmark,18/05/2015,24/05/2015,€535.86,100CARC,21,Heavy Lamb,DK,2015
DK,Denmark,11/05/2015,17/05/2015,€526.46,100CARC,20,Heavy Lamb,DK,2015
DK,Denmark,04/05/2015,10/05/2015,€529.80,100CARC,19,Heavy Lamb,DK,2015
DK,Denmark,27/04/2015,03/05/2015,€523.35,100CARC,18,Heavy Lamb,DK,2015
DK,Denmark,20/04/2015,26/04/2015,€519.10,100CARC,17,Heavy Lamb,DK,2015
DK,Denmark,13/04/2015,19/04/2015,€516.12,100CARC,16,Heavy Lamb,DK,2015
DK,Denmark,06/04/2015,12/04/2015,€500.41,100CARC,15,Heavy Lamb,DK,2015
DK,Denmark,30/03/2015,05/04/2015,€500.33,100CARC,14,Heavy Lamb,DK,2015
DK,Denmark,23/03/2015,29/03/2015,€499.47,100CARC,13,Heavy Lamb,DK,2015
DK,Denmark,16/03/2015,22/03/2015,€495.29,100CARC,12,Heavy Lamb,DK,2015
DK,Denmark,09/03/2015,15/03/2015,€489.11,100CARC,11,Heavy Lamb,DK,2015
DK,Denmark,02/03/2015,08/03/2015,€485.55,100CARC,10,Heavy Lamb,DK,2015
DK,Denmark,23/02/2015,01/03/2015,€486.37,100CARC,9,Heavy Lamb,DK,2015
DK,Denmark,16/02/2015,22/02/2015,€483.59,100CARC,8,Heavy Lamb,DK,2015
DK,Denmark,09/02/2015,15/02/2015,€480.08,100CARC,7,Heavy Lamb,DK,2015
DK,Denmark,02/02/2015,08/02/2015,€475.19,100CARC,6,Heavy Lamb,DK,2015
DK,Denmark,26/01/2015,01/02/2015,€472.07,100CARC,5,Heavy Lamb,DK,2015
DK,Denmark,19/01/2015,25/01/2015,€461.66,100CARC,4,Heavy Lamb,DK,2015
DK,Denmark,12/01/2015,18/01/2015,€461.89,100CARC,3,Heavy Lamb,DK,2015
DK,Denmark,05/01/2015,11/01/2015,€456.93,100CARC,2,Heavy Lamb,DK,2015
DK,Denmark,29/12/2014,04/01/2015,€450.82,100CARC,1,Heavy Lamb,DK,2015
EE,Estonia,09/01/2023,15/01/2023,€444.00,100CARC,2,Heavy Lamb,EE,2023
EE,Estonia,09/01/2023,15/01/2023,€358.00,100CARC,2,Light Lamb,EE,2023
EE,Estonia,02/01/2023,08/01/2023,€444.00,100CARC,1,Heavy Lamb,EE,2023
EE,Estonia,02/01/2023,08/01/2023,€358.00,100CARC,1,Light Lamb,EE,2023
EE,Estonia,21/11/2022,27/11/2022,€455.00,100CARC,47,Heavy Lamb,EE,2022
EE,Estonia,14/11/2022,20/11/2022,€455.00,100CARC,46,Heavy Lamb,EE,2022
EE,Estonia,19/04/2021,25/04/2021,€197.20,100CARC,16,Light Lamb,EE,2021
EE,Estonia,12/04/2021,18/04/2021,€197.20,100CARC,15,Light Lamb,EE,2021
EE,Estonia,05/04/2021,11/04/2021,€197.20,100CARC,14,Light Lamb,EE,2021
EE,Estonia,29/03/2021,04/04/2021,€197.20,100CARC,13,Light Lamb,EE,2021
EE,Estonia,22/03/2021,28/03/2021,€237.48,100CARC,12,Light Lamb,EE,2021
EE,Estonia,22/03/2021,28/03/2021,€395.72,100CARC,12,Heavy Lamb,EE,2021
EE,Estonia,15/03/2021,21/03/2021,€428.40,100CARC,11,Heavy Lamb,EE,2021
EE,Estonia,08/03/2021,14/03/2021,€430.94,100CARC,10,Heavy Lamb,EE,2021
EE,Estonia,22/02/2021,28/02/2021,€405.86,100CARC,8,Heavy Lamb,EE,2021
EE,Estonia,15/02/2021,21/02/2021,€419.08,100CARC,7,Heavy Lamb,EE,2021
EE,Estonia,08/02/2021,14/02/2021,€422.18,100CARC,6,Heavy Lamb,EE,2021
EE,Estonia,11/01/2021,17/01/2021,€433.00,100CARC,2,Heavy Lamb,EE,2021
EE,Estonia,30/11/2020,06/12/2020,€416.00,100CARC,49,Heavy Lamb,EE,2020
EE,Estonia,16/11/2020,22/11/2020,€275.00,100CARC,47,Heavy Lamb,EE,2020
EE,Estonia,09/11/2020,15/11/2020,€410.00,100CARC,46,Heavy Lamb,EE,2020
EE,Estonia,26/10/2020,01/11/2020,€393.00,100CARC,44,Heavy Lamb,EE,2020
EE,Estonia,19/10/2020,25/10/2020,€419.00,100CARC,43,Heavy Lamb,EE,2020
EE,Estonia,12/10/2020,18/10/2020,€419.00,100CARC,42,Heavy Lamb,EE,2020
EE,Estonia,31/08/2020,06/09/2020,€394.00,100CARC,36,Heavy Lamb,EE,2020
EE,Estonia,24/08/2020,30/08/2020,€373.00,100CARC,35,Heavy Lamb,EE,2020
EE,Estonia,22/06/2020,28/06/2020,€312.00,100CARC,26,Light Lamb,EE,2020
EE,Estonia,15/06/2020,21/06/2020,€354.00,100CARC,25,Heavy Lamb,EE,2020
EE,Estonia,15/06/2020,21/06/2020,€312.00,100CARC,25,Light Lamb,EE,2020
EE,Estonia,23/03/2020,29/03/2020,€310.00,100CARC,13,Heavy Lamb,EE,2020
EE,Estonia,16/03/2020,22/03/2020,€310.00,100CARC,12,Heavy Lamb,EE,2020
EE,Estonia,20/01/2020,26/01/2020,€318.00,100CARC,4,Heavy Lamb,EE,2020
EE,Estonia,13/01/2020,19/01/2020,€355.00,100CARC,3,Heavy Lamb,EE,2020
EE,Estonia,06/01/2020,12/01/2020,€368.00,100CARC,2,Heavy Lamb,EE,2020
EE,Estonia,11/11/2019,17/11/2019,€388.00,100CARC,46,Heavy Lamb,EE,2019
EE,Estonia,28/10/2019,03/11/2019,€394.00,100CARC,44,Heavy Lamb,EE,2019
EE,Estonia,23/09/2019,29/09/2019,€350.00,100CARC,39,Heavy Lamb,EE,2019
EE,Estonia,02/09/2019,08/09/2019,€377.00,100CARC,36,Heavy Lamb,EE,2019
EE,Estonia,06/05/2019,12/05/2019,€190.00,100CARC,19,Light Lamb,EE,2019
EE,Estonia,07/01/2019,13/01/2019,€356.00,100CARC,2,Heavy Lamb,EE,2019
EE,Estonia,17/12/2018,23/12/2018,€364.00,100CARC,51,Heavy Lamb,EE,2018
EE,Estonia,10/12/2018,16/12/2018,€364.00,100CARC,50,Heavy Lamb,EE,2018
EE,Estonia,12/11/2018,18/11/2018,€350.00,100CARC,46,Heavy Lamb,EE,2018
EE,Estonia,05/11/2018,11/11/2018,€370.00,100CARC,45,Heavy Lamb,EE,2018
EE,Estonia,17/09/2018,23/09/2018,€365.00,100CARC,38,Heavy Lamb,EE,2018
EE,Estonia,10/09/2018,16/09/2018,€376.00,100CARC,37,Heavy Lamb,EE,2018
EE,Estonia,27/08/2018,02/09/2018,€409.00,100CARC,35,Heavy Lamb,EE,2018
EE,Estonia,20/08/2018,26/08/2018,€363.00,100CARC,34,Heavy Lamb,EE,2018
EE,Estonia,16/07/2018,22/07/2018,€422.00,100CARC,29,Heavy Lamb,EE,2018
EE,Estonia,09/07/2018,15/07/2018,€422.00,100CARC,28,Heavy Lamb,EE,2018
EE,Estonia,25/06/2018,01/07/2018,€350.00,100CARC,26,Heavy Lamb,EE,2018
EE,Estonia,11/06/2018,17/06/2018,€403.00,100CARC,24,Heavy Lamb,EE,2018
EE,Estonia,21/05/2018,27/05/2018,€349.00,100CARC,21,Heavy Lamb,EE,2018
EE,Estonia,30/04/2018,06/05/2018,€312.00,100CARC,18,Heavy Lamb,EE,2018
EE,Estonia,23/04/2018,29/04/2018,€312.00,100CARC,17,Heavy Lamb,EE,2018
EE,Estonia,09/04/2018,15/04/2018,€357.00,100CARC,15,Heavy Lamb,EE,2018
EE,Estonia,26/03/2018,01/04/2018,€374.00,100CARC,13,Heavy Lamb,EE,2018
EE,Estonia,12/03/2018,18/03/2018,€352.00,100CARC,11,Heavy Lamb,EE,2018
EE,Estonia,19/02/2018,25/02/2018,€337.00,100CARC,8,Heavy Lamb,EE,2018
EE,Estonia,17/07/2017,23/07/2017,€406.33,100CARC,29,Heavy Lamb,EE,2017
EE,Estonia,10/07/2017,16/07/2017,€336.64,100CARC,28,Heavy Lamb,EE,2017
EE,Estonia,03/07/2017,09/07/2017,€374.78,100CARC,27,Heavy Lamb,EE,2017
EE,Estonia,26/06/2017,02/07/2017,€438.22,100CARC,26,Heavy Lamb,EE,2017
EE,Estonia,19/06/2017,25/06/2017,€329.49,100CARC,25,Heavy Lamb,EE,2017
EE,Estonia,12/06/2017,18/06/2017,€305.54,100CARC,24,Heavy Lamb,EE,2017
EE,Estonia,05/06/2017,11/06/2017,€357.00,100CARC,23,Heavy Lamb,EE,2017
EE,Estonia,29/05/2017,04/06/2017,€194.91,100CARC,22,Heavy Lamb,EE,2017
EE,Estonia,22/05/2017,28/05/2017,€317.41,100CARC,21,Heavy Lamb,EE,2017
EE,Estonia,15/05/2017,21/05/2017,€263.79,100CARC,20,Heavy Lamb,EE,2017
EE,Estonia,08/05/2017,14/05/2017,€256.73,100CARC,19,Heavy Lamb,EE,2017
EE,Estonia,01/05/2017,07/05/2017,€266.59,100CARC,18,Heavy Lamb,EE,2017
EE,Estonia,24/04/2017,30/04/2017,€266.59,100CARC,17,Heavy Lamb,EE,2017
EE,Estonia,17/04/2017,23/04/2017,€312.27,100CARC,16,Heavy Lamb,EE,2017
EE,Estonia,10/04/2017,16/04/2017,€312.27,100CARC,15,Heavy Lamb,EE,2017
EE,Estonia,03/04/2017,09/04/2017,€312.27,100CARC,14,Heavy Lamb,EE,2017
EE,Estonia,27/03/2017,02/04/2017,€249.27,100CARC,13,Heavy Lamb,EE,2017
EE,Estonia,20/03/2017,26/03/2017,€249.27,100CARC,12,Heavy Lamb,EE,2017
EE,Estonia,13/03/2017,19/03/2017,€249.27,100CARC,11,Heavy Lamb,EE,2017
EE,Estonia,06/03/2017,12/03/2017,€249.27,100CARC,10,Heavy Lamb,EE,2017
EE,Estonia,27/02/2017,05/03/2017,€249.27,100CARC,9,Heavy Lamb,EE,2017
EE,Estonia,20/02/2017,26/02/2017,€249.27,100CARC,8,Heavy Lamb,EE,2017
EE,Estonia,13/02/2017,19/02/2017,€325.03,100CARC,7,Heavy Lamb,EE,2017
EE,Estonia,06/02/2017,12/02/2017,€325.03,100CARC,6,Heavy Lamb,EE,2017
EE,Estonia,30/01/2017,05/02/2017,€325.03,100CARC,5,Heavy Lamb,EE,2017
EE,Estonia,23/01/2017,29/01/2017,€261.12,100CARC,4,Heavy Lamb,EE,2017
EE,Estonia,16/01/2017,22/01/2017,€261.12,100CARC,3,Heavy Lamb,EE,2017
EE,Estonia,09/01/2017,15/01/2017,€214.20,100CARC,2,Heavy Lamb,EE,2017
EE,Estonia,02/01/2017,08/01/2017,€214.20,100CARC,1,Heavy Lamb,EE,2017
EE,Estonia,26/12/2016,01/01/2017,€214.20,100CARC,52,Heavy Lamb,EE,2016
EE,Estonia,26/12/2016,01/01/2017,€214.20,100CARC,0,Heavy Lamb,EE,2017
EE,Estonia,19/12/2016,25/12/2016,€214.20,100CARC,51,Heavy Lamb,EE,2016
EE,Estonia,12/12/2016,18/12/2016,€214.20,100CARC,50,Heavy Lamb,EE,2016
EE,Estonia,05/12/2016,11/12/2016,€214.20,100CARC,49,Heavy Lamb,EE,2016
EE,Estonia,28/11/2016,04/12/2016,€214.20,100CARC,48,Heavy Lamb,EE,2016
EE,Estonia,21/11/2016,27/11/2016,€247.66,100CARC,47,Heavy Lamb,EE,2016
EE,Estonia,14/11/2016,20/11/2016,€251.49,100CARC,46,Heavy Lamb,EE,2016
EE,Estonia,07/11/2016,13/11/2016,€240.72,100CARC,45,Heavy Lamb,EE,2016
EE,Estonia,31/10/2016,06/11/2016,€252.96,100CARC,44,Heavy Lamb,EE,2016
EE,Estonia,24/10/2016,30/10/2016,€252.96,100CARC,43,Heavy Lamb,EE,2016
EE,Estonia,17/10/2016,23/10/2016,€252.96,100CARC,42,Heavy Lamb,EE,2016
EE,Estonia,10/10/2016,16/10/2016,€178.50,100CARC,41,Heavy Lamb,EE,2016
EE,Estonia,03/10/2016,09/10/2016,€178.50,100CARC,40,Heavy Lamb,EE,2016
EE,Estonia,26/09/2016,02/10/2016,€214.20,100CARC,39,Heavy Lamb,EE,2016
EE,Estonia,19/09/2016,25/09/2016,€214.20,100CARC,38,Heavy Lamb,EE,2016
EE,Estonia,12/09/2016,18/09/2016,€273.62,100CARC,37,Heavy Lamb,EE,2016
EE,Estonia,05/09/2016,11/09/2016,€214.20,100CARC,36,Heavy Lamb,EE,2016
EE,Estonia,29/08/2016,04/09/2016,€214.20,100CARC,35,Heavy Lamb,EE,2016
EE,Estonia,22/08/2016,28/08/2016,€318.96,100CARC,34,Heavy Lamb,EE,2016
EE,Estonia,15/08/2016,21/08/2016,€231.48,100CARC,33,Heavy Lamb,EE,2016
EE,Estonia,08/08/2016,14/08/2016,€296.50,100CARC,32,Heavy Lamb,EE,2016
EE,Estonia,01/08/2016,07/08/2016,€245.39,100CARC,31,Heavy Lamb,EE,2016
EE,Estonia,25/07/2016,31/07/2016,€244.75,100CARC,30,Heavy Lamb,EE,2016
EE,Estonia,18/07/2016,24/07/2016,€351.13,100CARC,29,Heavy Lamb,EE,2016
EE,Estonia,11/07/2016,17/07/2016,€309.81,100CARC,28,Heavy Lamb,EE,2016
EE,Estonia,04/07/2016,10/07/2016,€322.36,100CARC,27,Heavy Lamb,EE,2016
EE,Estonia,27/06/2016,03/07/2016,€307.44,100CARC,26,Heavy Lamb,EE,2016
EE,Estonia,20/06/2016,26/06/2016,€323.34,100CARC,25,Heavy Lamb,EE,2016
EE,Estonia,13/06/2016,19/06/2016,€323.34,100CARC,24,Heavy Lamb,EE,2016
EE,Estonia,06/06/2016,12/06/2016,€334.74,100CARC,23,Heavy Lamb,EE,2016
EE,Estonia,30/05/2016,05/06/2016,€309.66,100CARC,22,Heavy Lamb,EE,2016
EE,Estonia,23/05/2016,29/05/2016,€313.58,100CARC,21,Heavy Lamb,EE,2016
EE,Estonia,16/05/2016,22/05/2016,€278.70,100CARC,20,Heavy Lamb,EE,2016
EE,Estonia,09/05/2016,15/05/2016,€162.00,100CARC,19,Heavy Lamb,EE,2016
EE,Estonia,02/05/2016,08/05/2016,€306.46,100CARC,18,Heavy Lamb,EE,2016
EE,Estonia,25/04/2016,01/05/2016,€264.14,100CARC,17,Heavy Lamb,EE,2016
EE,Estonia,18/04/2016,24/04/2016,€284.08,100CARC,16,Heavy Lamb,EE,2016
EE,Estonia,11/04/2016,17/04/2016,€278.26,100CARC,15,Heavy Lamb,EE,2016
EE,Estonia,04/04/2016,10/04/2016,€309.15,100CARC,14,Heavy Lamb,EE,2016
EE,Estonia,28/03/2016,03/04/2016,€215.71,100CARC,13,Heavy Lamb,EE,2016
EE,Estonia,21/03/2016,27/03/2016,€281.91,100CARC,12,Heavy Lamb,EE,2016
EE,Estonia,14/03/2016,20/03/2016,€295.80,100CARC,11,Heavy Lamb,EE,2016
EE,Estonia,07/03/2016,13/03/2016,€293.26,100CARC,10,Heavy Lamb,EE,2016
EE,Estonia,29/02/2016,06/03/2016,€293.26,100CARC,9,Heavy Lamb,EE,2016
EE,Estonia,22/02/2016,28/02/2016,€221.62,100CARC,8,Heavy Lamb,EE,2016
EE,Estonia,15/02/2016,21/02/2016,€291.35,100CARC,7,Heavy Lamb,EE,2016
EE,Estonia,08/02/2016,14/02/2016,€285.60,100CARC,6,Heavy Lamb,EE,2016
EE,Estonia,01/02/2016,07/02/2016,€285.60,100CARC,5,Heavy Lamb,EE,2016
EE,Estonia,25/01/2016,31/01/2016,€285.60,100CARC,4,Heavy Lamb,EE,2016
EE,Estonia,18/01/2016,24/01/2016,€249.11,100CARC,3,Heavy Lamb,EE,2016
EE,Estonia,11/01/2016,17/01/2016,€228.48,100CARC,2,Heavy Lamb,EE,2016
EE,Estonia,04/01/2016,10/01/2016,€228.48,100CARC,1,Heavy Lamb,EE,2016
